Age;Work_Type;Marital_Status;Level_Education;Delinquent_Credit;Housing_Credit;Personal_Credit;Contact_Month;Contact_Day_Week;Call_Duration;Number_Calls
60;10;1;0;0;1;1;7;2;5;2
56;10;0;1;1;1;1;3;5;1;5
36;4;0;0;0;1;1;11;3;4;4
57;0;1;1;1;1;0;8;1;2;4
46;5;0;0;0;1;1;8;1;3;1
29;4;0;1;1;1;1;8;5;5;2
54;8;0;3;1;0;0;5;2;1;1
53;5;1;3;0;0;1;5;4;4;1
55;3;1;1;1;0;1;9;1;1;5
39;4;2;0;1;1;1;2;5;6;4
60;1;2;1;1;1;1;8;4;3;4
21;3;2;1;1;1;0;3;2;4;4
31;3;0;2;1;0;1;2;5;1;5
22;0;1;0;0;0;0;7;1;1;2
20;9;1;1;1;0;1;2;1;6;3
53;2;0;1;0;1;0;8;4;5;4
35;3;0;2;0;0;1;9;2;2;1
52;5;2;0;0;1;1;2;2;3;2
55;1;1;1;1;1;1;4;5;4;4
25;4;0;3;1;1;1;10;3;4;2
26;6;1;1;0;0;0;8;2;4;4
39;8;1;3;1;1;0;5;4;6;1
55;3;0;1;1;0;0;6;5;6;5
60;1;1;1;1;1;1;2;4;2;2
39;10;2;2;1;1;0;3;1;4;4
33;3;2;0;1;1;1;9;3;2;5
46;6;2;3;1;0;0;5;4;3;2
20;4;1;1;0;0;1;7;2;5;3
20;5;0;1;0;0;0;7;5;3;1
50;4;1;3;1;0;0;12;3;3;5
49;5;2;1;1;0;0;5;5;4;1
33;9;0;2;0;1;0;2;5;6;2
34;10;2;1;0;0;1;4;1;3;1
34;1;2;0;1;0;1;5;3;4;4
29;9;1;3;0;0;0;3;5;3;1
27;8;0;0;1;0;1;6;4;2;4
38;4;0;2;1;1;1;3;4;4;3
58;6;0;2;0;1;0;10;4;6;5
58;3;0;1;0;0;1;11;3;3;3
51;8;0;2;0;0;0;8;3;4;4
24;8;2;2;1;0;0;8;5;1;5
59;4;0;0;1;1;1;6;5;4;5
49;4;2;0;1;1;1;3;5;2;3
32;2;0;2;1;0;0;6;5;6;4
27;7;1;2;0;0;0;5;1;2;5
38;8;2;1;1;0;1;5;4;4;4
24;6;0;0;1;1;1;3;2;1;3
56;5;1;0;0;0;1;6;3;2;1
26;9;2;0;0;0;0;12;1;1;2
44;4;0;1;0;0;1;8;2;5;1
24;3;1;3;1;1;0;5;3;4;2
51;2;1;0;0;0;1;4;2;2;4
32;10;0;1;0;0;0;3;4;3;5
28;5;1;0;0;0;1;10;3;6;5
22;7;2;3;1;1;0;2;3;2;4
52;7;1;3;0;0;0;11;2;2;1
47;6;0;2;1;1;1;3;3;6;5
58;5;1;1;0;0;1;9;1;4;5
21;4;0;1;1;0;0;4;2;6;1
44;1;0;2;0;0;0;3;2;5;1
35;2;2;0;0;0;0;2;4;4;3
56;4;1;2;1;1;1;2;2;6;2
49;9;0;0;1;0;1;6;4;4;5
52;5;0;1;0;1;0;10;1;1;1
29;8;1;2;1;1;0;10;1;5;4
47;6;1;0;0;0;0;4;5;5;4
27;3;1;2;1;0;0;10;2;1;4
43;7;1;0;1;1;1;6;2;3;5
47;10;0;0;1;0;0;8;3;4;4
45;9;2;0;1;1;1;10;5;5;2
53;5;2;3;0;1;0;8;5;5;3
46;9;1;2;1;1;1;6;1;6;2
36;4;2;0;1;0;0;6;4;6;2
43;6;0;0;1;1;1;9;1;3;2
34;10;2;2;0;0;0;7;1;4;2
55;6;1;2;1;0;1;11;5;3;5
59;5;1;0;1;1;0;11;4;3;5
59;4;0;1;1;0;0;5;4;2;5
32;8;0;2;0;1;1;4;3;4;4
59;2;0;0;0;1;0;8;2;6;5
52;9;2;1;0;0;1;10;5;5;5
59;0;2;1;1;0;0;8;2;4;4
56;0;2;3;0;1;1;7;4;4;3
53;7;1;1;0;0;1;12;3;3;4
50;2;0;1;0;0;0;11;2;5;4
26;3;1;3;1;0;1;2;4;1;2
20;1;2;2;0;1;0;9;4;1;5
21;8;0;3;1;0;0;11;4;4;3
35;2;2;1;1;1;1;5;1;4;2
23;1;0;0;1;0;1;4;2;1;2
47;10;1;2;1;0;1;6;3;4;5
46;0;2;1;0;1;1;10;3;3;1
58;7;1;2;1;1;1;3;1;1;1
40;8;2;0;0;1;0;2;5;6;3
46;4;0;3;0;1;0;8;3;3;1
24;7;1;1;0;0;1;3;5;1;4
59;3;2;2;0;1;0;4;3;2;3
50;1;0;3;0;1;0;2;3;4;3
49;1;0;0;1;0;0;6;5;4;1
37;6;2;2;1;0;0;10;5;4;5
24;2;1;2;1;0;0;4;4;2;5
32;7;2;0;0;1;1;8;2;1;1
31;10;2;0;0;1;1;9;3;4;4
20;9;1;3;1;1;1;11;4;5;2
26;5;2;0;0;1;1;10;5;4;5
50;6;2;2;0;0;1;5;2;6;3
31;4;1;2;0;1;1;10;5;3;4
53;1;0;2;0;1;1;2;2;5;5
55;6;2;1;1;1;1;9;5;1;5
52;10;2;2;0;1;1;12;5;3;3
27;0;0;1;1;1;1;4;3;2;3
44;1;0;1;1;1;1;10;4;2;5
40;7;2;2;0;0;1;11;1;3;4
38;1;2;1;0;0;1;6;3;2;3
56;0;0;2;0;0;0;2;2;3;5
33;10;2;0;1;0;1;11;2;2;4
59;1;0;2;0;1;0;6;5;2;3
32;7;2;3;0;0;1;12;1;4;4
25;0;1;0;0;1;0;8;3;2;2
44;9;0;2;1;0;0;10;2;2;1
46;10;1;0;0;1;1;11;5;1;2
30;4;1;2;1;1;0;10;2;1;4
35;10;1;3;0;0;0;7;1;3;2
23;4;1;1;0;1;1;8;1;1;4
54;3;2;0;0;0;1;2;2;6;2
60;7;0;3;1;1;0;4;2;4;5
23;10;1;1;1;0;1;2;1;1;5
46;1;0;3;1;1;1;10;1;4;3
32;3;2;2;1;1;1;5;3;1;5
47;3;2;1;1;0;1;2;4;6;5
41;5;1;2;1;1;1;5;1;6;1
30;8;2;0;0;1;1;7;4;2;4
51;4;0;1;1;0;1;11;5;5;5
34;2;0;2;0;0;1;7;3;6;3
27;6;1;2;1;0;0;9;3;5;4
47;7;1;2;1;1;0;3;2;6;2
35;4;0;1;0;1;0;3;3;1;3
38;1;1;1;0;1;1;11;2;2;1
26;2;2;0;0;0;0;2;4;1;4
34;4;2;3;1;1;1;8;2;1;4
38;2;2;0;1;1;1;10;4;5;5
34;4;0;1;0;0;1;7;5;1;4
41;3;0;3;0;1;0;7;3;5;2
29;5;2;1;1;0;1;12;5;5;1
47;9;1;2;1;0;0;5;5;2;4
28;9;0;1;0;1;0;8;5;3;3
24;7;1;2;1;0;0;3;3;3;3
33;9;2;2;0;0;1;6;1;5;2
43;10;2;3;1;0;1;10;3;5;1
34;9;1;1;0;0;0;4;1;1;2
60;9;0;2;0;0;1;3;1;4;1
34;0;1;0;0;1;0;10;4;3;4
20;4;0;0;0;1;1;7;1;2;3
40;2;2;0;1;1;0;5;4;1;3
40;3;0;0;0;1;0;5;5;5;2
36;2;1;1;1;1;0;6;5;1;2
34;4;1;3;1;0;0;4;4;2;1
36;3;2;2;1;1;1;6;1;3;5
32;0;1;0;1;0;0;11;1;3;1
34;10;2;2;0;1;1;7;1;3;5
43;7;0;3;1;0;1;4;1;5;5
48;8;0;2;0;0;0;7;5;1;1
36;2;0;3;0;1;0;2;4;5;5
33;3;2;3;1;0;0;7;5;3;2
34;1;2;1;0;1;0;3;5;2;4
20;9;1;1;1;1;0;11;3;1;1
54;6;2;3;0;0;1;5;1;2;4
27;2;0;0;1;1;0;7;1;4;1
36;9;2;2;1;1;1;4;3;6;4
45;9;2;0;1;1;0;4;1;5;3
26;4;0;0;0;1;1;6;1;5;4
31;4;0;2;1;0;1;9;2;1;3
43;0;0;3;0;0;1;12;1;3;5
26;7;2;3;1;0;0;11;3;2;4
21;2;2;2;0;0;0;4;2;6;3
42;3;0;0;1;0;0;10;2;2;2
51;3;0;1;1;1;1;7;1;6;5
42;5;0;3;0;1;1;4;5;5;2
30;3;0;3;1;0;0;7;4;4;2
49;1;1;3;0;1;1;12;4;6;4
58;3;2;3;1;1;1;6;5;5;4
41;8;1;1;1;1;1;2;4;6;2
60;10;0;1;1;0;1;5;2;1;3
45;10;2;0;1;0;1;6;3;3;5
27;5;1;3;1;0;1;4;2;4;3
31;7;1;2;1;1;0;5;4;4;2
31;6;0;0;1;0;0;5;2;1;4
46;10;2;1;1;1;0;12;2;1;4
52;8;1;0;0;0;1;5;4;1;2
36;4;0;0;1;0;0;12;5;6;2
56;4;0;1;0;1;1;10;5;2;4
36;9;0;2;0;0;0;4;4;6;4
44;0;0;0;0;1;1;5;4;4;5
53;3;0;3;0;0;0;2;3;3;2
27;1;0;0;1;0;1;12;1;6;2
38;3;2;2;0;1;1;4;3;2;3
52;1;2;0;0;1;0;11;4;3;2
22;4;2;1;1;0;0;4;3;3;1
59;4;0;3;1;1;1;3;4;2;3
49;5;2;0;1;0;1;3;2;5;1
58;10;2;3;1;0;0;5;1;1;2
23;7;0;2;1;0;0;7;4;2;1
46;0;2;1;1;0;0;8;4;3;3
21;3;0;3;1;1;0;2;2;3;5
22;7;1;2;0;0;1;4;4;3;4
49;8;1;1;0;1;0;12;2;4;3
24;3;2;3;0;1;0;9;3;6;4
30;6;1;0;0;0;0;2;4;2;4
34;2;2;1;1;1;0;2;4;5;4
41;9;1;1;0;1;0;12;2;4;5
55;8;1;2;1;0;0;5;3;6;5
40;2;1;1;1;0;0;2;1;6;4
45;6;1;2;0;1;0;3;5;4;5
48;9;1;1;1;0;1;3;5;5;4
34;0;2;1;0;0;1;6;3;1;3
20;3;1;2;1;0;1;11;3;5;2
45;10;0;0;0;1;1;7;2;4;1
49;0;0;0;0;1;1;9;3;5;3
39;3;0;3;0;0;0;5;3;2;4
22;6;2;0;1;0;0;3;4;4;1
49;7;1;0;0;1;1;8;5;2;2
21;0;2;1;1;0;1;8;1;2;5
29;1;1;2;0;1;0;4;5;3;1
32;1;2;3;1;1;1;10;5;2;5
43;4;2;3;0;0;1;10;5;5;1
44;0;0;0;0;0;0;12;4;1;5
50;2;0;2;1;1;0;9;3;1;3
46;4;0;1;0;1;0;5;1;5;3
36;7;1;0;1;1;1;5;2;5;3
27;7;1;3;0;1;1;11;4;3;1
45;6;2;1;1;1;1;10;5;3;1
48;8;2;1;1;0;0;11;5;2;2
31;3;1;3;1;0;0;11;2;1;5
43;4;2;3;0;0;0;7;5;4;1
48;1;0;1;0;0;1;5;5;1;3
28;0;0;3;1;0;1;8;4;5;3
26;6;0;0;1;0;0;11;4;6;4
55;10;0;3;1;1;1;8;2;6;5
27;8;1;2;0;1;0;2;5;3;4
26;10;2;0;0;0;1;5;5;5;3
48;4;1;3;0;1;0;9;5;6;1
28;1;2;0;1;0;1;5;5;2;1
47;6;2;2;1;1;1;10;3;2;3
52;6;0;1;1;1;0;8;5;6;4
21;1;1;0;1;1;1;3;2;4;4
44;0;0;2;0;1;1;4;1;5;2
33;2;2;2;0;1;1;10;1;2;1
41;10;0;2;1;1;1;5;1;2;2
26;4;1;2;0;1;1;6;1;5;2
33;1;1;3;1;0;1;10;5;5;5
23;10;2;2;0;0;1;4;5;6;4
40;0;2;3;0;0;0;11;3;3;3
57;4;0;0;0;1;0;5;5;4;4
54;2;1;0;0;1;0;6;2;4;4
59;8;1;0;0;0;0;5;4;3;3
37;4;1;0;0;0;0;2;3;2;4
46;2;2;3;0;1;1;6;3;3;4
36;3;2;0;0;0;1;3;3;3;2
38;7;2;1;0;1;0;11;2;6;2
29;7;0;3;0;1;1;4;3;3;5
31;7;2;3;0;1;0;9;4;1;1
59;8;1;0;0;0;0;9;3;2;3
32;2;1;0;0;0;0;11;3;2;1
33;0;1;0;0;0;1;3;3;4;1
52;6;0;0;0;1;0;3;2;6;2
28;8;1;1;0;1;1;5;4;6;5
39;4;0;3;0;0;0;11;3;6;4
36;10;1;1;0;0;0;6;5;4;4
43;1;1;2;1;0;1;10;3;4;4
36;9;2;0;0;0;0;10;5;6;4
22;2;2;0;1;0;1;5;5;4;3
21;0;1;2;0;0;0;8;1;6;5
56;9;2;0;0;1;1;3;3;5;1
42;10;2;3;1;0;1;8;5;3;3
51;1;1;0;0;1;1;8;4;6;2
59;10;0;3;1;1;0;6;5;4;3
48;4;1;1;0;1;1;6;4;1;4
58;3;2;2;1;0;1;6;1;4;4
47;6;2;0;0;1;1;6;1;3;4
25;0;2;3;1;0;1;9;2;2;2
39;3;2;2;0;0;0;3;4;3;5
42;0;0;2;1;1;1;3;1;4;1
48;0;0;2;0;0;0;10;2;1;3
48;10;2;0;0;1;0;9;5;6;5
47;3;0;1;1;0;0;6;5;6;5
28;6;2;2;1;1;1;6;3;1;4
48;3;2;1;1;0;0;3;3;1;5
28;10;2;0;1;1;0;12;3;1;4
49;10;2;1;1;1;1;4;1;5;2
40;6;0;3;0;1;0;7;5;1;4
36;2;2;3;0;0;0;8;2;5;1
47;5;1;3;0;0;0;9;1;5;5
40;10;0;1;1;1;0;3;2;4;5
29;4;2;3;1;0;0;11;2;5;5
33;2;2;0;0;0;1;9;4;6;1
45;3;0;1;1;1;1;4;2;6;5
39;4;2;3;0;0;1;8;1;3;4
50;5;1;1;0;1;1;4;5;5;3
30;4;2;1;1;1;0;2;5;2;2
34;6;1;0;1;1;0;10;3;4;1
46;4;2;0;1;0;0;8;2;2;5
35;4;0;3;0;1;1;8;5;4;5
50;7;1;0;1;0;0;7;2;4;2
48;8;1;2;1;1;0;7;4;5;3
26;9;1;0;0;0;1;7;5;2;1
49;1;1;3;0;0;0;7;5;2;4
55;7;1;3;0;0;1;2;2;6;2
60;8;2;2;0;1;1;9;5;5;1
36;4;1;3;0;0;1;7;3;1;1
34;4;1;0;1;0;0;10;1;5;4
32;1;0;2;1;1;0;4;4;5;3
58;10;0;0;1;1;0;8;1;4;4
25;3;1;1;1;0;1;11;3;5;5
24;9;0;1;0;1;1;3;1;6;4
44;6;0;2;1;0;1;11;3;2;2
45;1;2;1;0;1;1;10;4;4;5
47;1;2;3;0;1;0;6;3;4;3
36;10;1;3;1;0;0;4;5;1;5
46;8;2;1;0;0;1;6;3;3;1
59;8;2;1;0;0;0;2;4;2;5
34;0;1;3;0;0;1;8;1;4;4
58;3;0;1;0;0;0;5;1;5;3
20;9;0;2;0;0;1;10;2;5;4
21;0;2;2;0;0;1;4;1;2;5
53;10;1;1;0;0;0;9;2;1;3
59;0;2;1;1;1;1;11;5;6;3
40;8;1;3;0;0;0;2;1;4;5
39;9;0;1;1;1;1;7;3;1;4
22;3;0;0;1;1;1;6;4;3;4
59;10;2;0;0;0;0;7;5;4;3
37;9;0;1;0;1;1;3;2;2;4
43;10;1;0;0;0;0;11;1;4;2
24;8;0;2;1;0;1;4;4;1;4
48;3;0;0;0;1;1;3;3;5;4
55;4;0;3;0;1;1;7;5;3;1
36;4;0;0;1;0;0;10;4;1;2
36;6;2;3;0;0;0;2;3;1;5
57;9;0;3;0;0;0;6;3;1;4
36;0;1;2;1;1;1;4;1;3;4
20;2;0;3;1;1;1;3;4;3;4
25;10;1;2;1;1;0;10;2;4;3
30;9;2;1;0;0;1;6;2;4;5
45;9;1;1;1;1;0;5;4;2;2
44;4;1;0;0;0;1;11;1;3;5
39;4;2;2;1;1;1;8;3;6;3
55;5;1;3;1;0;0;4;5;6;3
48;1;1;1;1;0;1;9;1;4;5
42;2;2;2;0;0;0;5;4;5;4
55;10;2;2;0;0;1;5;1;2;1
50;3;2;0;1;0;0;2;2;3;5
50;7;2;3;1;0;1;10;4;6;2
29;5;2;0;0;0;0;11;3;1;1
26;6;2;3;0;1;0;12;3;5;1
42;6;2;0;0;1;1;7;5;3;1
30;5;2;3;0;0;0;8;3;4;5
43;8;0;1;0;1;0;8;3;4;2
24;1;0;1;0;1;1;8;4;1;3
27;0;0;2;0;1;0;2;2;3;5
27;0;1;0;1;0;1;12;1;3;1
33;8;2;0;1;1;1;6;1;6;3
37;0;2;3;1;1;0;6;3;2;4
53;5;1;1;1;1;1;11;5;4;5
47;8;0;0;1;1;1;4;5;6;4
54;8;2;3;1;1;1;8;5;1;3
27;10;0;2;1;0;1;4;4;4;1
57;9;0;2;0;0;1;9;1;5;5
45;7;0;2;0;1;1;4;1;1;4
33;6;0;2;0;0;0;12;3;1;4
56;1;1;3;0;0;1;3;5;5;1
31;10;2;2;0;0;0;12;4;5;1
41;4;1;0;1;0;1;7;3;4;1
38;9;2;1;1;0;1;2;3;4;3
52;4;1;0;0;1;0;12;4;2;1
50;9;1;2;1;1;0;2;5;5;5
44;7;1;2;1;1;0;11;2;5;1
26;9;2;0;1;0;0;7;1;1;2
43;3;0;3;1;1;1;6;1;3;5
56;3;2;1;0;0;1;9;1;4;1
42;3;0;2;1;0;0;12;2;2;4
46;6;1;0;0;0;1;7;3;2;5
49;0;0;0;1;0;0;12;1;5;2
45;0;1;0;1;1;1;3;3;3;2
25;3;0;1;0;0;0;4;2;5;2
34;0;1;1;0;0;1;8;5;1;4
24;1;0;3;1;0;0;3;4;5;1
53;4;1;3;0;1;1;11;2;5;5
26;10;2;0;0;0;0;11;3;1;4
49;8;0;0;1;0;0;2;4;5;4
22;6;1;2;1;0;0;8;2;6;2
47;3;2;2;0;0;1;10;5;4;5
41;0;0;2;1;1;0;5;3;5;5
44;0;0;0;0;1;0;4;4;5;4
52;1;2;0;1;1;1;11;3;4;1
56;5;2;0;1;1;0;9;2;6;3
41;3;1;1;1;1;0;6;4;2;2
40;9;1;1;1;1;0;6;1;2;2
36;9;2;3;0;1;0;12;2;5;5
41;1;0;3;0;0;1;4;3;5;1
26;1;1;1;0;1;0;2;4;1;4
33;7;1;2;1;0;1;7;1;3;3
50;6;1;2;0;0;0;11;3;5;1
59;0;1;0;1;0;0;5;4;6;1
51;5;0;2;0;0;1;7;3;4;1
41;3;0;3;1;1;0;11;5;4;4
37;2;1;0;0;1;1;4;4;4;5
50;7;2;2;0;1;0;10;4;5;5
55;3;2;1;1;1;1;4;5;1;4
30;3;2;2;1;0;0;10;3;1;5
37;8;0;1;0;0;1;9;4;6;5
37;4;1;3;1;1;0;5;3;5;5
20;4;0;0;1;0;0;4;4;1;1
32;6;2;3;1;1;0;10;5;1;5
32;2;0;0;0;1;0;4;1;4;2
46;4;1;1;1;0;1;3;2;1;3
48;4;2;2;0;1;0;6;3;4;2
39;7;0;1;0;1;0;2;5;3;2
54;0;1;0;1;0;0;12;1;2;4
45;10;2;2;1;0;0;11;3;3;4
52;5;1;3;1;0;1;7;2;6;1
57;5;0;1;1;1;0;10;5;6;4
46;9;2;3;1;1;0;9;5;1;1
32;5;0;1;0;1;1;4;3;2;4
35;6;2;1;0;1;1;5;1;6;2
24;10;2;1;0;1;0;6;1;5;2
59;7;1;2;1;0;0;2;3;1;5
52;1;0;0;0;0;0;5;5;6;2
50;2;0;1;1;0;1;5;2;6;4
25;9;2;2;0;0;0;3;2;3;3
57;5;1;0;0;0;1;5;3;5;2
23;6;2;2;1;1;0;9;3;1;3
41;9;2;0;0;0;1;12;1;4;1
22;9;1;0;1;0;0;10;1;1;2
44;3;0;3;1;0;0;12;5;3;4
46;10;0;2;0;1;1;10;5;5;3
26;8;0;2;1;0;1;8;5;2;4
54;7;1;3;0;0;0;10;3;4;1
51;10;1;2;0;0;1;12;5;3;5
46;8;0;0;1;0;1;12;3;6;5
35;0;1;2;1;1;0;6;2;5;2
24;6;1;1;1;0;1;8;4;6;3
43;8;0;2;0;1;0;9;1;4;5
56;9;1;1;0;0;1;9;5;1;3
22;4;0;3;0;0;0;7;2;6;5
60;9;2;0;0;1;1;12;5;6;5
20;9;2;2;0;0;0;6;1;2;4
24;1;1;2;1;0;1;6;4;3;2
55;0;1;2;1;1;0;2;4;1;5
21;9;0;0;1;0;1;10;2;5;3
54;6;2;1;0;0;1;10;4;1;1
27;10;0;3;1;1;0;9;3;1;5
35;10;1;0;1;1;1;12;1;6;3
49;5;2;3;0;0;0;12;1;6;2
59;6;1;2;1;0;1;4;3;1;1
24;2;2;1;1;0;0;12;5;5;1
59;0;2;1;1;1;1;8;5;3;1
56;1;2;2;1;1;1;7;4;1;1
58;8;2;0;1;1;1;11;3;5;4
30;9;0;3;1;1;1;9;2;5;5
54;3;1;2;0;0;1;6;4;4;4
47;1;2;1;1;1;1;8;2;1;2
22;3;1;2;0;0;0;6;5;3;3
35;2;0;0;0;0;0;5;4;6;5
36;2;2;3;1;0;0;6;4;6;5
41;10;1;0;0;1;0;4;1;3;4
28;3;2;3;0;0;0;4;5;6;1
22;7;2;2;0;0;0;11;2;6;4
47;9;2;3;1;1;1;7;2;1;3
20;0;0;0;0;0;1;6;3;6;3
22;6;1;1;0;1;0;3;1;4;3
23;4;1;1;1;0;0;9;5;1;5
50;1;2;3;0;1;0;11;2;6;3
36;7;2;3;0;1;1;3;5;2;2
43;10;0;3;1;1;1;5;4;3;3
38;4;1;0;1;1;1;3;5;2;3
49;8;2;1;0;0;1;10;4;5;3
49;2;2;2;1;0;0;4;4;1;2
37;2;1;1;0;0;1;8;3;2;2
47;2;0;0;0;0;0;8;1;1;2
50;2;0;2;0;1;0;8;4;3;1
54;5;0;2;0;0;0;12;3;4;2
52;5;0;0;1;0;0;4;1;3;5
26;8;2;0;1;1;1;10;5;5;3
30;0;1;0;0;1;1;5;2;5;4
60;1;2;0;0;1;0;11;1;2;5
22;9;0;0;0;1;1;4;2;2;4
57;0;0;0;0;1;0;5;4;3;2
37;9;2;1;0;1;0;7;4;2;4
57;0;2;2;0;1;0;5;4;3;5
57;9;0;0;1;0;1;2;3;6;4
46;4;0;2;0;1;1;6;4;5;3
55;6;2;0;1;0;0;2;5;3;1
59;7;1;3;0;0;0;2;3;5;2
21;6;1;0;1;0;0;11;2;2;2
48;7;0;3;0;0;0;11;4;2;3
20;4;1;0;0;0;0;2;4;1;5
37;0;1;1;0;1;1;12;1;5;1
50;2;0;2;0;1;0;7;5;3;1
31;3;0;0;0;1;0;10;1;6;3
52;0;0;2;1;0;1;2;4;5;1
58;2;1;2;1;1;1;12;1;6;1
38;7;1;2;0;1;1;2;2;4;2
52;3;1;3;1;1;0;3;5;3;1
21;9;1;0;1;0;0;12;3;3;4
51;9;0;3;1;0;1;6;2;1;2
36;9;1;3;0;0;0;7;4;3;1
57;9;2;1;0;1;0;4;5;4;5
28;9;0;3;1;0;1;3;4;4;2
58;8;1;3;1;1;0;11;3;3;1
31;6;1;1;0;0;1;8;2;4;3
20;1;0;1;0;0;1;11;4;3;2
39;9;1;1;0;0;0;3;5;2;1
57;10;2;1;1;0;0;9;4;4;4
37;4;0;0;1;1;0;6;4;5;5
20;5;1;3;0;1;0;9;5;2;5
30;0;0;2;1;0;0;10;3;5;1
24;6;2;3;0;0;0;2;2;5;1
52;5;0;1;1;0;1;9;1;6;5
56;7;2;0;0;1;1;8;2;6;3
22;7;2;3;1;1;0;10;4;5;3
56;4;0;0;0;1;0;4;3;6;4
49;7;0;3;0;0;1;2;2;4;4
34;9;1;3;0;1;0;9;2;6;2
35;0;1;2;0;1;1;3;2;2;4
46;1;0;1;0;0;0;12;5;6;5
36;3;2;2;1;0;1;6;1;5;1
60;1;0;3;1;1;0;7;1;2;2
60;0;0;3;0;0;1;12;5;1;1
57;3;0;1;1;1;1;9;1;2;5
31;6;1;0;1;0;1;9;5;4;2
31;3;0;1;1;1;1;9;3;5;1
41;0;0;2;1;0;0;4;1;2;4
52;3;1;3;1;1;1;6;4;6;5
50;2;0;0;1;0;0;4;1;4;4
49;8;1;0;0;1;0;9;5;5;4
56;4;1;2;1;1;1;12;1;2;3
32;1;1;0;0;0;0;10;4;6;3
59;4;0;0;0;1;1;10;5;6;2
26;6;2;0;0;0;0;2;2;3;2
29;1;1;0;0;1;1;12;2;6;3
22;6;1;0;1;1;1;4;1;4;2
42;3;0;1;1;0;1;7;1;2;4
21;8;0;0;0;0;0;3;1;4;5
52;6;2;0;0;1;1;4;1;1;5
20;5;2;3;0;0;1;10;4;3;2
43;5;2;2;0;1;1;4;2;4;5
40;0;1;2;0;1;1;12;2;5;2
52;8;1;2;0;0;0;8;5;2;4
47;10;1;3;0;1;1;6;5;5;1
56;7;1;3;1;0;1;2;1;1;2
56;7;0;3;0;0;0;11;3;1;5
60;4;0;1;1;1;1;5;1;5;2
44;5;2;2;0;1;0;4;4;3;4
35;9;0;0;0;1;1;9;2;2;4
20;0;0;1;1;1;0;6;2;5;5
59;8;2;0;1;0;1;9;1;1;5
46;0;2;3;1;0;1;6;2;4;4
52;0;1;0;1;1;1;8;1;3;3
58;2;1;1;0;1;0;9;2;4;1
43;10;1;0;1;1;1;4;5;4;1
29;5;1;3;1;0;1;3;3;5;5
54;8;0;2;0;1;0;11;1;6;4
54;3;1;3;1;1;1;7;3;1;5
58;1;0;2;0;0;0;6;4;4;5
51;6;0;3;1;1;0;4;5;2;3
21;9;0;2;1;1;1;5;1;1;5
26;1;0;2;0;0;0;8;2;4;4
44;6;1;0;1;1;0;6;1;2;5
44;10;0;2;0;0;1;3;1;2;1
40;7;0;1;0;0;0;7;2;5;1
58;7;1;1;0;0;1;9;3;6;5
22;4;0;3;1;0;1;2;5;1;4
38;3;2;0;0;1;1;2;5;2;1
48;9;2;1;1;0;1;4;5;2;4
36;9;1;0;1;1;1;5;3;3;2
45;4;2;2;0;1;0;9;2;4;2
36;3;1;3;0;0;1;8;4;1;1
22;8;0;1;1;0;0;2;4;1;4
54;4;2;1;1;1;1;2;2;1;5
56;1;0;2;0;1;0;11;5;2;3
47;1;2;1;1;0;1;2;1;1;4
20;8;1;1;1;1;0;7;1;2;5
22;3;2;0;1;0;1;5;4;1;3
45;10;1;3;1;1;0;4;1;2;3
55;9;1;0;1;0;1;10;5;1;2
34;4;0;3;0;0;0;8;1;4;2
53;10;1;1;0;1;0;2;2;4;5
32;7;2;0;1;1;0;4;5;2;1
32;7;1;1;1;1;1;5;1;4;5
57;3;1;2;0;0;1;10;4;6;1
22;10;2;3;1;0;1;4;4;3;2
42;1;1;2;0;1;0;6;4;4;2
24;0;1;0;0;0;0;8;4;3;3
60;6;0;2;0;0;1;7;5;6;3
44;2;1;0;0;1;1;2;1;2;3
39;3;1;3;1;0;0;5;3;5;3
55;1;0;1;1;1;1;6;3;1;1
35;5;2;1;0;1;1;5;2;1;2
51;10;0;3;1;1;0;11;1;4;2
37;6;1;3;1;0;0;12;3;6;5
40;1;0;2;1;0;0;11;1;4;2
56;5;2;2;1;0;0;11;3;5;1
50;3;0;3;0;1;0;8;3;6;3
46;3;0;1;0;1;0;6;2;1;5
23;2;2;1;0;0;1;12;5;1;5
38;1;1;0;0;0;1;9;3;6;5
42;6;0;2;0;1;0;11;1;4;2
41;1;0;1;0;1;1;10;2;1;3
35;3;2;0;0;1;0;9;5;2;3
26;3;2;2;0;1;1;9;4;6;5
25;0;2;3;1;0;0;5;2;5;4
48;9;1;3;1;1;0;10;3;4;3
48;9;0;3;1;1;1;2;2;4;1
22;1;0;0;1;0;1;4;2;1;5
25;9;2;0;1;1;0;11;3;6;3
53;0;0;3;0;1;0;4;4;4;3
45;8;0;1;1;0;0;6;5;1;4
48;0;2;1;1;0;1;7;2;5;1
41;1;2;0;1;1;0;8;4;1;3
56;10;0;0;1;0;0;6;2;6;5
48;9;0;2;1;1;0;9;3;3;1
56;6;2;2;1;1;1;6;1;1;2
26;2;0;1;1;1;1;6;1;6;4
29;0;0;0;1;0;0;9;1;2;3
57;0;2;2;1;0;1;6;2;6;5
28;9;0;0;1;0;1;5;3;6;4
40;10;2;3;0;0;1;10;2;6;3
26;8;1;3;1;1;1;6;5;6;2
30;5;1;2;1;1;1;5;3;3;5
58;8;0;1;1;0;0;9;2;3;4
34;5;1;1;0;0;0;5;2;6;2
46;5;2;2;1;0;1;9;3;1;2
21;8;1;2;0;1;1;2;4;6;1
